"homicide_rate","lower_secondary","gov_expen","gross_enrol_secondary","gross_enrol_primary","gov_expen_ter_2010","grad_per_f","teritary_share_2010","Country","Year","Code"
2.55507946006695,44.672908782959,1.56269001960754,NA,121.354461669922,0.378529995679855,NA,1.32,"Cambodia",2012,"KHM"
1.70991695288196,NA,4.61822986602783,95.9358978271484,101.362648010254,NA,27.4189395904541,30.04,"South Korea",2012,"KOR"
0.930346203561845,89.9771499633789,NA,92.5220336914063,105.988922119141,NA,NA,4.28,"Kuwait",2012,"KWT"
4.05166451100403,45.6432113647461,1.82147002220154,47.8338088989258,120.065040588379,NA,17.4274997711182,3.3,"Laos",2012,"LAO"
5.18281464456598,60.6170082092285,2.15629005432129,71.0396728515625,99.085823059082,0.443709999322891,NA,NA,"Lebanon",2012,"LBN"
3.93259656803001,92.4898681640625,1.49617004394531,99.6474380493164,100.095802307129,0.28218999505043,40.9030494689941,8.51,"Sri Lanka",2012,"LKA"
6.99162040870931,94.0968780517578,4.76686000823975,101.478462219238,99.5406723022461,1.24855005741119,27.2426700592041,15.6,"Lithuania",2012,"LTU"
1.13956898996153,109.486976623535,4.09041023254395,100.226570129395,97.044548034668,NA,41.0526313781738,18.54,"Luxembourg",2012,"LUX"
7.31599492219928,NA,6.59438991546631,98.7889099121094,104.383918762207,0.807799994945526,30.0893707275391,12.42,"Latvia",2012,"LVA"
6.57533168664372,85.1498336791992,8.34895992279053,88.1958694458008,93.7979736328125,1.63802003860474,NA,8.76,"Moldova",2012,"MDA"
0.876470157825681,97.2763824462891,3.76038002967834,NA,NA,NA,NA,0.25,"Maldives",2012,"MDV"
1.77816011453807,NA,NA,82.0343170166016,85.7572174072266,NA,38.5881309509277,NA,"Macedonia",2012,"MKD"
1.22677524041924,92.4050598144531,6.52369022369385,85.8246688842773,90.6702117919922,1.57671999931335,24.9244709014893,10.52,"Malta",2012,"MLT"
2.06163259232803,NA,NA,NA,NA,NA,64.8559036254883,5.15,"Myanmar",2012,"MMR"
3.63199781480126,93.1991729736328,NA,91.3880920410156,95.2785415649414,NA,NA,NA,"Montenegro",2012,"MNE"
9.25388113592109,NA,5.19520998001099,NA,116.917663574219,0.310420006513596,NA,19.66,"Mongolia",2012,"MNG"
2.00971288509425,88.063232421875,5.73902988433838,70.7941131591797,103.828430175781,1.71114003658295,45.8790092468262,5.81,"Malaysia",2012,"MYS"
0.97700041046514,NA,5.4756498336792,130.175903320313,107.579963684082,1.55833005905151,22.9999103546143,15.63,"Netherlands",2012,"NLD"
0.866499434612563,100.60572052002,7.36425018310547,110.720718383789,99.8311614990234,1.99974000453949,30.5583896636963,12.16,"Norway",2012,"NOR"
1.67746535658269,74.9781188964844,3.76116991043091,64.6816864013672,142.64192199707,0.502489984035492,NA,1.75,"Nepal",2012,"NPL"
0.593469340793004,95.5134735107422,NA,NA,106.831840515137,NA,NA,NA,"Oman",2012,"OMN"
5.35698545924854,44.956371307373,2.13628005981445,38.2846603393555,91.4150695800781,NA,NA,4.43,"Pakistan",2012,"PAK"
14.5083936694507,NA,NA,NA,NA,NA,39.6892509460449,5.48,"Philippines",2012,"PHL"
1.98559175247409,NA,4.81181001663208,97.44140625,101.52027130127,1.15448999404907,39.9247817993164,11.37,"Poland",2012,"POL"
2.90798432885471,NA,NA,NA,NA,NA,NA,NA,"North Korea",2012,"PRK"
1.59771373202127,NA,4.94640016555786,108.95246887207,110.008628845215,1.08889997005463,38.5163497924805,3.26,"Portugal",2012,"PRT"
6.132164906418,77.9552001953125,5.13267993927002,83.0920333862305,94.1372680664063,NA,45.0162582397461,NA,"Palestine",2012,"PSE"
0.909519779319513,NA,3.50744009017944,NA,NA,NA,31.0136203765869,10.05,"Qatar",2012,"QAT"
2.26537928244377,87.2970733642578,2.94603991508484,99.3621368408203,95.5405197143555,0.984799981117249,40.8415298461914,6.61,"Romania",2012,"ROU"
17.4961260334925,87.1583633422852,3.78973007202148,96.1664505004883,101.195411682129,NA,NA,24.74,"Russia",2012,"RUS"
0.863624970328459,95.2920074462891,NA,NA,102.270561218262,NA,39.7597007751465,6.67,"Saudi Arabia",2012,"SAU"
0.529489200951762,NA,3.11265993118286,NA,NA,1.08984005451202,NA,29.71,"Singapore",2012,"SGP"
2.70518663488446,102.665901184082,4.42657995223999,94.1696166992188,100.571311950684,1.33385002613068,37.2793617248535,8.97,"Serbia",2012,"SRB"
2.66163437099811,86.2756118774414,3.90920996665955,93.3659210205078,101.627891540527,0.810060024261475,35.6285591125488,8.76,"Slovakia",2012,"SVK"
1.08141698951656,95.9445877075195,5.64783000946045,97.8559494018555,98.9379119873047,1.33759999275208,29.4798793792725,13.25,"Slovenia",2012,"SVN"
1.23866664110553,94.7001266479492,7.65618991851807,98.0395889282227,101.975357055664,1.92183005809784,32.2980117797852,14.93,"Sweden",2012,"SWE"
6.84340963120623,NA,4.53669023513794,87.1241226196289,97.4781188964844,0.579540014266968,NA,10.47,"Thailand",2012,"THA"
2.8243138343935,86.2967224121094,4.01803016662598,86.8061065673828,98.9506225585938,0.403690010309219,NA,3.74,"Tajikistan",2012,"TJK"
4.07216542187646,NA,3.04924988746643,NA,NA,NA,NA,NA,"Turkmenistan",2012,"TKM"
2.66354599353644,75.2894592285156,NA,71.8170471191406,135.2060546875,1.09411001205444,NA,NA,"Timor",2012,"TLS"
2.08437660681936,95.3690719604492,4.41900014877319,85.1072387695313,98.6066207885742,NA,34.3894004821777,5.28,"Turkey",2012,"TUR"
8.01628073322625,99.474967956543,6.69232988357544,97.1062927246094,107.957572937012,NA,30.0863990783691,24.55,"Ukraine",2012,"UKR"
2.52415422936581,NA,NA,NA,NA,NA,NA,NA,"Uzbekistan",2012,"UZB"
1.84548434247436,78.4327697753906,5.53328990936279,NA,106.958633422852,0.924910008907318,25.2475299835205,3.27,"Vietnam",2012,"VNM"
3.06037529333555,48.1689186096191,NA,46.236141204834,94.4250335693359,NA,NA,1.5,"Yemen",2012,"YEM"
