"homicide_rate","men_earings","women_earnings","earnings_ratio_gap","men_employment","women_employmet","employment_ratio_gap","wage_gap","male_literacy_2011","female_literacy_2011","female_prp","female_top_managers_2013","Country","Code"
0.897519276158002,NA,NA,4608000,55.64,46.79,4579498,8.5,NA,NA,30.4,NA,"Ireland","IRL"
2.64868908598651,NA,NA,75540000,NA,NA,75611798,NA,NA,NA,NA,NA,"Iran","IRN"
7.20322789739932,NA,NA,31890000,NA,NA,33703068,NA,NA,NA,NA,NA,"Iraq","IRQ"
0.734060167853886,NA,NA,326000,77.41,72.71,328290,NA,NA,NA,38.2,NA,"Iceland","ISL"
2.24360798299623,NA,NA,7615000,64.63,54.07,7694670,NA,NA,NA,NA,10.1,"Israel","ISR"
0.928088211044548,NA,NA,59879000,53.43,35.02,60964145,11.1,99.8510284423828,99.8686981201172,22.2,NA,"Italy","ITA"
2.80037749880145,NA,NA,8090000,NA,NA,6457260,NA,99.0508270263672,99.2532196044922,NA,2.4,"Jordan","JOR"
0.59909154157936,NA,NA,128424000,67.53,46.22,126434653,26.5,NA,NA,NA,NA,"Japan","JPN"
10.6193875036171,NA,NA,16752000,NA,NA,16381297,NA,NA,NA,NA,18.9,"Kazakhstan","KAZ"
5.50650618913713,NA,NA,5622000,71.34,46.88,5448085,NA,NA,NA,NA,28.8,"Kyrgyzstan","KGZ"
2.55507946006695,NA,NA,14780000,NA,NA,14478320,NA,NA,NA,16.7,NA,"Cambodia","KHM"
1.70991695288196,22.46,15.12,50061000,70.77,48.43,48588326,36.3,NA,NA,NA,NA,"South Korea","KOR"
0.930346203561845,NA,NA,3349000,NA,NA,2891553,NA,NA,NA,NA,NA,"Kuwait","KWT"
4.05166451100403,NA,NA,6445000,NA,NA,6373934,NA,NA,NA,NA,NA,"Laos","LAO"
5.18281464456598,NA,NA,5538000,NA,NA,4291719,NA,NA,NA,NA,4.4,"Lebanon","LBN"
3.93259656803001,NA,NA,20533000,72.85,30.89,21223550,NA,NA,NA,NA,NA,"Sri Lanka","LKA"
6.99162040870931,NA,NA,3046000,53.62,47.04,3292454,NA,99.8454666137695,99.8666229248047,35.3,21,"Lithuania","LTU"
1.13956898996153,NA,NA,531000,62.73,48.82,523362,NA,NA,NA,17,NA,"Luxembourg","LUX"
7.31599492219928,NA,NA,2069000,55.7,46.76,2234572,NA,99.8021926879883,99.8701095581055,44.6,31.5,"Latvia","LVA"
6.57533168664372,NA,NA,4076000,40.55,36.54,3519266,NA,NA,NA,NA,25.7,"Moldova","MDA"
0.876470157825681,NA,NA,397000,NA,NA,324313,NA,NA,NA,NA,NA,"Maldives","MDV"
1.77816011453807,NA,NA,2074000,46.2,29.98,2066785,NA,NA,NA,23.3,25.7,"Macedonia","MKD"
1.22677524041924,NA,NA,422000,62.47,35.25,419212,NA,98.4039764404297,99.3865737915039,26.6,NA,"Malta","MLT"
2.06163259232803,NA,NA,51414000,NA,NA,48724387,NA,NA,NA,NA,NA,"Myanmar","MMR"
3.63199781480126,NA,NA,626000,45.91,34.62,632796,NA,99.3607864379883,99.0526123046875,24.8,19.3,"Montenegro","MNE"
9.25388113592109,NA,NA,2825000,63.26,53.72,2844081,NA,NA,NA,38.7,35.6,"Mongolia","MNG"
2.00971288509425,6.73,6.9,29068000,NA,NA,29321798,NA,NA,NA,NA,NA,"Malaysia","MYS"
0.97700041046514,NA,NA,16792000,67.01,55.6,16714228,NA,NA,NA,28.3,NA,"Netherlands","NLD"
0.866499434612563,NA,NA,5014000,71.64,66.64,4960482,6.4,NA,NA,31.2,NA,"Norway","NOR"
1.67746535658269,NA,NA,26989000,NA,NA,31011137,NA,89.8840179443359,80.2068328857422,NA,17.2,"Nepal","NPL"
0.593469340793004,NA,NA,3498000,NA,NA,2904037,NA,NA,NA,NA,NA,"Oman","OMN"
5.35698545924854,NA,NA,187280000,NA,NA,179951140,NA,78.0424194335938,63.1368103027344,NA,6,"Pakistan","PAK"
14.5083936694507,NA,NA,97213000,72.69,46.55,96471461,NA,NA,NA,41.1,NA,"Philippines","PHL"
1.98559175247409,NA,NA,38227000,58.23,42.89,38317090,10.6,NA,NA,35,20.6,"Poland","POL"
2.90798432885471,NA,NA,24801000,NA,NA,24553672,NA,NA,NA,NA,NA,"North Korea","PRK"
1.59771373202127,8.26,7.53,10526000,55.99,46.22,10699333,16.3,99.3917999267578,99.4796371459961,27.9,NA,"Portugal","PRT"
6.132164906418,NA,NA,4242000,45.97,9.75,NA,NA,99.2598571777344,99.3669967651367,15.5,1.2,"Palestine","PSE"
0.909519779319513,NA,NA,2196000,95.55,50.92,1938754,NA,97.5791625976563,98.7493286132813,NA,NA,"Qatar","QAT"
2.26537928244377,NA,NA,20227000,58.94,43.43,21387517,NA,99.0140914916992,98.9762191772461,30.8,20.1,"Romania","ROU"
17.4961260334925,NA,NA,143994000,70.38,60.06,142703181,NA,NA,NA,NA,NA,"Russia","RUS"
0.863624970328459,NA,NA,29155000,75.54,15.97,28705133,NA,NA,NA,NA,NA,"Saudi Arabia","SAU"
0.529489200951762,NA,NA,5369000,73.43,55.27,5256278,NA,99.8840408325195,99.8017425537109,NA,NA,"Singapore","SGP"
2.70518663488446,NA,NA,8940000,42.78,28.73,9846582,NA,99.3454437255859,99.2699127197266,NA,14.3,"Serbia","SRB"
2.66163437099811,NA,NA,5415000,59.13,43.32,5480332,16,NA,NA,30.4,14,"Slovakia","SVK"
1.08141698951656,NA,NA,2058000,57.75,47.34,2040057,NA,NA,NA,40.3,18.8,"Slovenia","SVN"
1.23866664110553,NA,NA,9543000,67.85,62.96,9495392,15.1,NA,NA,34.5,NA,"Sweden","SWE"
6.84340963120623,NA,NA,67836000,80.6,64.88,69892142,NA,NA,NA,NA,NA,"Thailand","THA"
2.8243138343935,NA,NA,7875000,NA,NA,7078755,NA,NA,NA,NA,9.6,"Tajikistan","TJK"
4.07216542187646,NA,NA,5268000,NA,NA,5169660,NA,NA,NA,NA,NA,"Turkmenistan","TKM"
2.66354599353644,NA,NA,1133000,NA,NA,NA,NA,NA,NA,NA,NA,"Timor","TLS"
2.08437660681936,NA,NA,74651000,64.98,26.32,74508771,NA,99.4467010498047,97.9363021850586,14.3,5.4,"Turkey","TUR"
8.01628073322625,NA,NA,45454000,NA,NA,44940268,NA,NA,NA,NA,18.8,"Ukraine","UKR"
2.52415422936581,NA,NA,29449000,NA,NA,28077486,NA,NA,NA,NA,13.4,"Uzbekistan","UZB"
1.84548434247436,NA,NA,89802000,NA,NA,89730274,NA,NA,NA,NA,NA,"Vietnam","VNM"
3.06037529333555,NA,NA,24473000,NA,NA,NA,NA,NA,NA,NA,1.6,"Yemen","YEM"
