"public_health_exp","malnutrition_death_rates","Infant_mortality_rate","GDP_per_capita","annual_health_care_per_capita","life_exp","median_age_2010","fertility","homicide_Rate"
3.47616472,0.31541014137137,-0.142667503568732,4.32899574016594,3.18716601575412,6268.838976,32.099998,0.262451089730429,4.433581443
2.94581376,-0.150108854690754,0.0644579892269184,4.0471093591367,2.76964272202072,5626.950169,35.200001,0.204119982655925,1.170143693
5.27751219,0.414146258519588,0.173186268412274,4.0733605213364,2.92204281018427,5758.077924,28,0.290034611362518,36.22662571
7.00022695,-0.434123570759619,-0.0705810742857073,4.14232836647486,3.12136322973363,6252.697476,29.200001,0.271841606536499,9.596595489
8.08825537,-0.574409346078854,-0.346787486224656,4.20794185464491,3.23156472006731,6153.774916,38.5,0.227886704613674,5.906815853
3.41160371,-0.513846568933683,-0.568636235841013,4.50093187017007,3.34550276919791,6369.955344,33.900002,0.143014800254095,1.767067362
6.341765,-0.594503360316217,-0.602059991327962,4.45525821413558,3.31335860014609,6094.456489,39.599998,0.173186268412274,1.353731153
8.36111454,-0.961763469997915,-0.481486060122112,4.63166795523971,3.67298343281388,6462.712881,44.299999,0.152288344383056,0.805564196
3.66936388,0.2229454763931,0.350248018334163,3.99917845616457,2.74289390774949,5478.516289,31.4092436722689,0.292256071356476,11.69141846
9.41966027,-0.58311671670196,-0.455931955649724,4.64676446683905,3.67105000510589,6393.281764,40.599998,0.238046103128795,0.802655149
2.70181226,0.207612532839834,0.442479769064449,4.0605070755864,2.69930057801855,5259.585529,24.799999,0.404833716619938,20.90433718
2.957293,0.623087386571384,0.15836249209525,4.01377138182263,2.83129909229539,5699.495025,25.200001,0.414973347970818,17.87372276
6.7346152,-0.878737402913333,-0.522878745280338,4.49288866793137,3.47676667736399,6787.123456,40.599998,0.130333768495006,0.822220144
5.11576165,-1.30223471287125,-0.508638306165727,4.40979790725667,3.19194427415013,5843.990916,40.200001,0.209515014542631,5.614586337
7.04083988,-1.49482456191237,-0.638272163982407,4.60111373403175,3.55728098745771,6494.103396,42,0.255272505103306,1.806938027
8.82605179,0.167054293046276,-0.468521082957745,4.57203407456822,3.63199527638106,6699.749904,40,0.298853076409707,0.957296072
7.80263316,-1.13394372567647,-0.387216143280265,4.56694220974252,3.52152250809348,6518.786121,39.599998,0.276461804173244,0.556427725
1.21034891,-1.2114958665617,0.113943352306837,3.8965994598173,2.80240245550948,5197.977409,36.599998,0.296665190261531,3.634235766
6.27443023,-1.99107069815888,-0.481486060122112,4.38675338686567,3.36535135270161,6555.007369,41,0.136720567156407,1.415312985
3.04594194,0.293128972759224,0.127104798364808,4.0433034886486,2.85416912829318,5280.783561,25,0.340444114840118,4.965610932
2.14774653,1.33349144533975,0.434568904034199,3.83879299005103,2.64510827198513,5218.039696,19.700001,0.507855871695831,36.30887503
4.33943785,0.826311782832106,0.469822015978163,3.80754279131774,2.62765107042459,4702.530625,24.299999,0.416640507338281,18.95994191
4.45364758,0.348362338995775,0.269512944217916,3.61666684047716,2.6251918126203,5448.506596,21.1,0.429752280002408,102.7428355
6.36320706,-1.96226335126101,-0.346787486224656,4.30849516314648,3.21574606534799,5975.444601,41.700001,0.173186268412274,1.326897858
0.98027129,0.846583768912546,0.769377326076139,3.1999833593378,2.20262465567857,3752.7876,21.6,0.501059262217751,19.60154135
4.91010603,-1.10212795325499,-0.318758762624413,4.35376380333867,3.24158054049902,5641.061449,40.099998,0.123851640967086,1.884940881
1.14773652,0.937283280451412,0.404833716619938,3.96619692158171,2.43748095155646,4881.257956,26.700001,0.390935107103379,1.079711759
1.18387275,0.498644096882235,0.613841821876069,3.68372764922751,2.33682842480985,4562.327025,25.1,0.394451680826216,3.316606848
5.62241699,-1.24829094946396,-0.468521082957745,4.65295355132633,3.58137909420637,6495.231649,34.599998,0.301029995663981,0.897519276
2.68760016,-0.490041949212383,0.187520720836463,4.22078566607364,3.05840251725236,5591.450176,26.9,0.2405492482826,2.648689086
3.28004061,-0.380785486802045,0.460897842756548,4.16512479735819,2.81347500831825,4781.445904,18.9,0.657055852857104,7.203227897
6.99404794,-0.824912988212446,-0.721246399047171,4.60131681387785,3.54766561598375,6739.589025,34.799999,0.303196057420489,0.734060168
4.865017,-0.635831295718016,-0.468521082957745,4.48546806680006,3.3884663840102,6696.639889,30.1,0.481442628502305,2.243607983
6.9931209,-0.908025396610769,-0.494850021680094,4.54688336251141,3.51911842672248,6772.960804,43.799999,0.155336037465062,0.928088211
3.27376045,0.261456362533086,0.181843587944773,3.90396004848427,2.68205000188535,5476.148001,27.6,0.322219294733919,36.35991129
5.50930257,-0.86183380545729,0.230448921378274,3.95251461057483,2.92151847135745,5434.933284,21.5,0.556302500767287,2.800377499
8.40992077,-0.558866557371677,-0.657577319177794,4.56071460657964,3.55889758114442,6936.058089,44.700001,0.146128035678238,0.599091542
2.40821469,-0.334358950114381,0.164352855784437,4.34215252328741,2.97451584564119,4734.128025,28.9,0.431363764158987,10.6193875
4.19724385,-0.733069731318855,0.3654879848909,3.45785752743887,2.30587327312769,4881.537424,24,0.488550716500444,5.506506189
1.5033407,0.598772892865748,0.513217600067939,3.44824350417121,2.24947554844544,4553.5504,22.700001,0.437750562820388,2.55507946
0.91707714,-0.975638965606892,-0.481486060122112,4.5021114866869,3.35132349858699,6583.212769,38,0.0863598306747482,1.709916953
2.1872224,-1.91097520883971,-0.0705810742857073,4.88996244988956,3.30488944626995,5584.273984,29.5,0.320146286111054,0.930346204
0.79224628,0.69396610081741,0.7481880270062,3.6807078687931,1.98862450123806,4259.781289,20.700001,0.472756449317212,4.051664511
3.23585528,-0.709901071046833,-0.0915149811213502,4.17774672923263,3.03569622636068,6179.689321,28.5,0.222716471147583,5.182814645
4.2074087,0.315007999186381,0.20682587603185,4.0815188929668,2.94101514398267,5645.719044,30.299999,0.178976947293169,18.62784138
1.21959941,-0.151108331881816,-0.0315170514460649,3.9991315400765,2.45939922470013,5745.033616,30.4,0.330413773349191,3.932596568
4.34953944,-1.48844821911678,-0.3767507096021,4.38110341473524,3.19974744844282,5432.574436,40.599998,0.195899652409234,6.991620409
5.98807092,-0.400457038354509,-0.638272163982407,4.95184806820182,3.81566726571787,6553.712025,38.900002,0.193124598354462,1.13956899
3.5769554,-1.14713480188904,-0.244125144327509,4.31864572572952,2.93941327627872,5443.193284,40.799999,0.178976947293169,7.315994922
5.51752278,-1.69187768200725,0.15836249209525,3.61810091658079,2.70039936543993,4981.677561,34.200001,0.103803720955957,6.575331687
6.50292714,0.128766498755153,-0.0315170514460649,4.10076970126658,3.06332166174613,5877.368896,25,0.344392273685111,0.876470158
3.16097116,0.73829687763992,0.14921911265538,4.21470163754776,3.02181557682803,5619.901156,25.9,0.361727836017593,27.07287629
4.42539678,-1.71992363448682,-0.0362121726544447,4.06256950569679,2.90471708623714,5627.850361,35.700001,0.173186268412274,1.778160115
6.62523457,-1.25260234770288,-0.236572006437063,4.46436628971963,3.47126103455317,6611.966596,40.099998,0.14921911265538,1.22677524
0.8196291,0.587860112377955,0.658964842664435,3.61791184249848,1.93016575275843,4154.189209,26.299999,0.3654879848909,2.061632592
4.47237839,-1.09155826259968,-0.292429823902064,4.14818406222762,2.99108858736424,5749.127329,36.400002,0.238046103128795,3.631997815
2.2605149,-1.11324542803027,0.281033367247728,3.99073056544093,2.62466167030253,4653.559089,25.700001,0.442479769064449,9.253881136
2.21523329,-0.509020021182882,-0.193820026016113,4.35393144768646,2.95511872534658,5606.565129,26,0.324282455297693,2.009712885
4.26016257,0.350028193609738,0.247973266361807,3.64867741956423,2.55532719852633,5321.848401,23.1,0.369215857410143,8.90864307
9.52842158,-0.485806579582547,-0.443697499232713,4.65716443538252,3.70884677519351,6595.388944,40.799999,0.24551266781415,0.97700041
7.773856,-0.497935179428585,-0.619788758288394,4.79936406207182,3.78650148046817,6644.206144,38.700001,0.267171728403014,0.866499435
2.4668546,0.321774200486903,0.534026106056135,3.32291229699458,2.10359794486569,4682.117476,21.299999,0.376576957056512,1.677465357
2.07995677,-0.82603168591358,-0.00877392430750515,4.63377314068498,3.03096947454145,5798.670201,26.200001,0.459392487759231,0.593469341
1.01846302,0.221397581742679,0.843232778098009,3.64022814021779,2.0910512252025,4336.090801,21.4,0.57287160220048,5.356985459
4.9715198,0.491344980740266,0.209515014542631,4.26579274599238,3.12069257445032,5957.987344,27.200001,0.414973347970818,21.48355625
2.84664765,0.430407023245032,0.15836249209525,4.03917288072812,2.75717247239054,5622.150361,25.9,0.397940008672038,4.033620346
1.38625636,0.79247741973288,0.378397900948138,3.77734012797825,2.43852540954706,4920.882201,23.1,0.487138375477186,14.50839367
4.57751554,-0.893372922210482,-0.337242168318426,4.36582688872946,3.18880451055207,5924.073024,38.099998,0.127104798364808,1.985591752
4.20521596361344,0.289025617513793,0.296665190261531,4.20794185464491,3.02181557682803,4963.766116,33,0.292256071356476,2.907984329
6.23891139,-0.510700476732675,-0.522878745280338,4.41171816568856,3.41896999750908,6482.343169,41.599998,0.110589710299249,1.597713732
4.59860124,0.710025922359348,0.318063334962762,3.86406052379795,2.88606339817081,5338.932624,23.299999,0.419955748489758,12.01066162
4.20521596361344,-0.415464643004365,0.287801729930226,3.68500805574571,3.02181557682803,5334.987681,18.200001,0.631443769013172,6.132164906
1.83147767,-1.34059451490962,-0.130768280269024,5.09795828029203,3.45568562256919,6304.201201,31.799999,0.301029995663981,0.909519779
4.39738629,-0.732853351066789,-0.0268721464003014,4.26249917485881,3.00218457051757,5586.665536,39.400002,0.173186268412274,2.265379282
3.7958389,-0.972774034908606,-0.0757207139381184,4.40064885312559,3.21845163627229,4892.163136,38,0.209515014542631,17.49612603
2.75228269,-0.271475565662309,-0.0457574905606751,4.69599493243778,3.28338733284633,5513.656516,25.9,0.444044795918076,0.86362497
1.50107774,-1.94554399388619,-0.657577319177794,4.88244239513968,3.51308393349975,6765.720516,37.299999,0.100370545117563,0.529489201
4.21047115,0.637223349566706,0.178976947293169,3.82372271158567,2.72157854049572,5139.742864,24.200001,0.340444114840118,102.1411907
6.04971324,-1.03173516406588,-0.207608310501746,4.11054610730111,3.102647188184,5567.995161,38.799999,0.198657086954423,2.705186635
3.21586169,0.373417069135913,0.311753861055754,4.17990358256872,2.98044240131531,5019.864201,27.200001,0.392696953259666,9.656086057
5.67922105,-1.14448403643866,-0.259637310505756,4.41860737099125,3.31483519371065,5786.188489,37.299999,0.292256071356476,2.661634371
6.80388719,-1.88285679037431,-0.638272163982407,4.44679984370281,3.41777839491589,6400.160001,41.5,0.195899652409234,1.08141699
9.95552109,-0.555071587896765,-0.602059991327962,4.63657027881617,3.69961928947369,6696.803556,40.700001,0.281033367247728,1.238666641
3.24811916,-0.331466867523429,0.0170333392987804,4.15981690121152,2.75845317659001,5623.800064,35.5,0.184691430817599,6.843409631
1.87760452,-0.768248385605537,0.535294120042771,3.36630512826452,2.18315855805349,4808.0356,21.299999,0.54282542695918,2.824313834
1.27337639,-1.02831714456246,0.673020907128896,4.087617058054,2.39591805505132,4511.405889,24.4,0.468347330412157,4.072165422
0.91575551,0.770954821340736,0.68304703823885,3.99900341526277,1.98155813815263,4585.9984,17.1,0.292256071356476,2.663545994
2.89498885,0.128005676490663,0.423245873936808,4.49491656758996,3.23215425017646,5239.153924,31.9,0.255272505103306,26.74034998
4.1491433,-0.286080135975033,0.155336037465062,4.30711138607502,2.97712979951943,5681.089129,28.299999,0.326335860928751,2.084376607
4.12524044,-0.980676469627349,-0.0362121726544447,3.92023674136923,2.80369810194733,4965.175296,39.5,0.173186268412274,8.016280733
5.94708868,0.196035918999823,-0.0705810742857073,4.26664037001724,3.21501838081745,5929.616016,33.700001,0.311753861055754,6.383190273
8.04235781,-0.187399353730943,-0.214670164989233,4.70346633594315,3.94397738825278,6219.215044,36.900002,0.278753600952829,5.678312409
3.12737145,-1.48523568534939,0.444044795918076,3.67814129046931,2.51026992998642,4921.724025,24.5,0.380211241711606,2.524154229
4.40344684,0.634552675475323,0.247973266361807,4.00039636597843,2.93601406841123,5166.590641,27.9,0.305351369446624,20.10746042
1.67563803,0.180795214166056,0.164352855784437,4.24745308974845,2.93713160750847,5334.403369,25.799999,0.383815365980431,52.72493464
3.72212414,-1.01259713053493,0.252853030979893,3.68314949361074,2.53426861389978,5618.701764,28.5,0.292256071356476,1.845484342
1.57162782,0.393076076443268,0.635483746814912,3.57903002721391,2.3235435453791,4345.4464,18,0.64738297011462,3.060375293
