"","Country","Country_Code","Year","poverty_gap","public_health_exp","malnutrition_death_rates","Infant_mortality_rate","GDP_per_capita","annual_health_care_per_capita","homicide_Rate"
"37","Cape Verde","CPV",2012,6.72470798242379,0.523569784847288,1.0932896641195,1.40712472794703,3.77720483712577,2.45963490313677,13.66546363
"39","Central African Republic","CAF",2012,9.00606215574708,0.247489597931914,2.43881136642381,3.13049516849971,2.97258408132583,1.52705287851054,7.760958112
"46","Chad","TCD",2012,9.09536827378616,0.152881091145309,2.22602414816334,2.85832118559129,3.29289324772016,1.77743668677979,6.049140264
"47","Chile","CHL",2012,7.7534439130097,0.541100347549967,1.19909208239518,0.848528137423857,4.32899574016594,3.18716601575412,4.433581443
"48","China","CHN",2012,10.1083259326328,0.4692052864438,0.917218459032074,1.0770329614269,4.0471093591367,2.76964272202072,1.170143693
"49","Colombia","COL",2012,8.97443206677892,0.72242924511444,1.26921899952009,1.22065556157337,4.0733605213364,2.92204281018427,36.22662571
"50","Comoros","COM",2012,7.30425241915765,0.422688967824445,1.86631137861151,2.43926218353009,3.15296967859945,2.00656180752921,7.86241456
"51","Congo","COG",2012,8.63815397452747,0.498230770012009,1.86228938898742,2.01246117974981,3.72190686299301,2.36294370100118,5.412921529
"53","Costa Rica","CRI",2012,7.34100835081055,0.845112120233532,0.778877408659583,0.921954445729289,4.14232836647486,3.12136322973363,9.596595489
"54","Cote d'Ivoire","CIV",2012,9.16445946229176,0.275321835081654,1.86419731318778,2.70370116691915,3.43335021733541,2.23592827579429,10.15836388
"55","Croatia","HRV",2012,7.22734922183654,0.803676055493386,0.32317232461543,0.670820393249937,4.30849516314648,3.21574606534799,1.326897858
"56","Cuba","CUB",2012,7.7534439130097,0.907854854752951,0.718451843485803,0.670820393249937,4.01477252192689,3.23156472006731,5.906815853
"57","Cyprus","CYP",2012,7.7534439130097,0.53295857801842,0.743940766358374,0.519615242270663,4.50093187017007,3.34550276919791,1.767067362
"58","Czech Republic","CZE",2012,6.76573924291042,0.80221014480331,0.710189357500791,0.5,4.45525821413558,3.31335860014609,1.353731153
"59","Democratic Republic of Congo","COD",2012,10.3038900605118,0.227159778896564,2.16150851810144,2.83548937575156,2.84929528968631,1.39010229674324,3.337154294
"60","Denmark","DNK",2012,7.7534439130097,0.974035239785982,0.71485971035143,0.591607978309962,4.64676446683905,3.67105000510589,0.802655149
"61","Djibouti","DJI",2012,7.66533505725417,0.720893725899975,2.04240085443079,2.43515913237718,4.01477252192689,2.4109970247013,8.298662451
"62","Dominica","DMA",2012,7.7534439130097,0.564590781595162,1.13693691855099,1.49666295470958,3.99917845616457,2.74289390774949,11.69141846
"63","Dominican Republic","DOM",2012,7.68044909512776,0.431655168046949,1.12694606955212,1.66433169770932,4.0605070755864,2.69930057801855,20.90433718
"71","Ecuador","ECU",2012,8.42006594787851,0.470894355293549,1.43143570767113,1.2,4.01377138182263,2.83129909229539,17.87372276
"72","Egypt","EGY",2012,7.7534439130097,0.280858552414549,1.20665798749279,1.49666295470958,3.99221850833219,2.73436754741754,0.833145966
"73","El Salvador","SLV",2012,7.6154612427045,0.624330695929824,1.44313127079349,1.22882057274445,3.82372271158567,2.72157854049572,102.1411907
"75","Equatorial Guinea","GNQ",2012,7.7534439130097,0.52190682885327,1.63408928659168,2.75680975041804,4.55184075596487,3.13589349238109,3.206763867
"76","Eritrea","EST",2012,7.7534439130097,0.141128703286167,2.5142530947495,1.91833260932509,4.01477252192689,1.65123851786921,12.32115577
"77","Estonia","EST",2012,7.04440580613995,0.708910301932271,0.4725429865509,0.556776436283002,4.40979790725667,3.19194427415013,5.614586337
"78","Ethiopia","ETH",2012,9.64583637494026,0.519906070543164,2.091494035345,2.24499443206436,3.09010825865582,1.86015250290802,7.71789879
"84","Fiji","FJI",2012,6.73480830744626,0.441247045638284,1.33190392477072,1.42828568570857,3.87725188192709,2.49098310034307,4.221564277
"85","Finland","FIN",2012,7.7534439130097,0.847624467876961,0.422954704078985,0.479583152331272,4.60111373403175,3.55728098745771,1.806938027
"87","France","FRA",2012,7.7534439130097,0.945766471496085,1.10093980279907,0.58309518948453,4.57203407456822,3.63199527638106,0.957296072
"88","Gabon","GAB",2012,7.26798045291291,0.344431810369468,1.63610928931069,2.00997512422418,4.20843388118796,2.7454345536937,5.203611201
"89","Gambia","GMB",2012,8.34865679885861,0.564927835333447,1.99219469764296,2.1540659228538,3.19321653544583,1.99069147980759,1.299064957
"90","Georgia","GEO",2012,8.12667577906766,0.082910583411227,0.497881550503866,1.14017542509914,3.8965994598173,2.80240245550948,3.634235766
"91","Germany","DEU",2012,7.7534439130097,0.922264172930542,0.574856084550152,0.574456264653803,4.63166795523971,3.67298343281388,0.805564196
"92","Ghana","GHA",2012,8.86526770004986,0.497023112295468,1.91610511833254,2.11660104885167,3.56019912853024,2.2514565702443,3.198542832
"93","Greece","GRC",2012,7.7534439130097,0.79757429442371,0.317857399135174,0.574456264653803,4.38675338686567,3.36535135270161,1.415312985
"95","Grenada","GRD",2012,7.7534439130097,0.483721620806348,1.18381065125944,1.15758369027902,4.0433034886486,2.85416912829318,4.965610932
"97","Guatemala","GTM",2012,8.58402283480812,0.331983026041601,2.15463078824878,1.64924225024706,3.83879299005103,2.64510827198513,36.30887503
"98","Guinea","GIN",2012,8.92114671941644,0.322001302789794,2.1627864820787,2.55734237050888,3.22638176011243,1.8176958203571,6.609790223
"99","Guinea-Bissau","GNB",2012,8.55058438605125,0.201771327635619,1.92231527818334,2.57293606605372,3.1501280883893,1.96151924624746,8.665844162
"100","Guyana","GUY",2012,7.13010005518922,0.637433472725479,1.60908114442834,1.71755640373177,3.80754279131774,2.62765107042459,18.95994191
"101","Haiti","HTI",2012,9.31435968313887,-0.0086537167103743,1.62796829335933,2.42487113059643,3.1999833593378,2.20262465567857,19.60154135
"107","Honduras","HND",2012,8.69592915970592,0.648715848055724,1.22205452860848,1.36381816969859,3.61666684047716,2.6251918126203,102.7428355
"109","Hungary","HUN",2012,7.15977746235864,0.69109087048279,0.530234536334283,0.692820323027551,4.35376380333867,3.24158054049902,1.884940881
"115","Iceland","ISL",2012,7.7534439130097,0.844728604811388,0.621973316041024,0.435889894354067,4.60131681387785,3.54766561598375,0.734060168
"116","India","IND",2012,10.5381488674927,0.0733050242257748,1.33248099733936,2.02731349327133,3.68372764922751,2.33682842480985,3.316606848
"117","Indonesia","IDN",2012,9.51660155546413,0.0598422007419183,1.71522390229438,1.59373774505092,3.96619692158171,2.43748095155646,1.079711759
"118","Iran","IRN",2012,7.02380343756287,0.429364658272406,0.754205183150467,1.24096736459909,4.22078566607364,3.05840251725236,2.648689086
"119","Iraq","IRQ",2012,7.7534439130097,0.515879220720743,0.80316287989346,1.7,4.16512479735819,2.81347500831825,7.203227897
"120","Ireland","IRL",2012,7.7534439130097,0.749923052182179,0.487446843731536,0.58309518948453,4.65295355132633,3.58137909420637,0.897519276
"121","Israel","ISR",2012,7.7534439130097,0.687084362177504,0.693493150634195,0.58309518948453,4.48546806680006,3.3884663840102,2.243607983
"122","Italy","ITA",2012,6.89726510170144,0.844671036569852,0.592916656392722,0.565685424949238,4.54688336251141,3.51911842672248,0.928088211
"123","Jamaica","JAM",2012,7.7534439130097,0.515046897724268,1.16242272216093,1.2328828005938,3.90396004848427,2.68205000188535,36.35991129
"124","Japan","JPN",2012,7.7534439130097,0.924791904321826,0.724908781260597,0.469041575982343,4.56071460657964,3.55889758114442,0.599091542
"125","Jordan","JOR",2012,7.7534439130097,0.741096624410527,0.608893795399394,1.30384048104053,3.95251461057483,2.92151847135745,2.800377499
"126","Kazakhstan","KAZ",2012,6.06609753452857,0.381695201242817,0.824917016670387,1.20830459735946,4.34215252328741,2.97451584564119,10.6193875
"127","Kenya","KEN",2012,9.41185200416657,0.521522166323696,2.06949826728552,1.95703857907809,3.41540703948088,2.17382164200975,10.59155402
"128","Kiribati","KIR",2012,6.52192577041068,0.919789619760341,2.30774062861374,2.18860686282393,3.24602077853055,2.24761599713423,1.849261382
"130","Kuwait","KWT",2012,7.7534439130097,0.339892944986448,0.332855852784852,0.921954445729289,4.88996244988956,3.30488944626995,0.930346204
"131","Kyrgyzstan","KGZ",2012,7.45924106148137,0.622964201432839,0.655741345055604,1.52315462117278,3.45785752743887,2.30587327312769,5.506506189
"132","Laos","LAO",2012,8.21543183411697,-0.101139791366776,1.49104765895707,2.36643191323985,3.6807078687931,1.98862450123806,4.051664511
"137","Latvia","LVA",2012,7.13531426939191,0.553513525093155,0.516673633506831,0.754983443527075,4.31864572572952,2.93941327627872,7.315994922
"139","Lebanon","LBN",2012,7.7534439130097,0.509989090040707,0.664545516423576,0.9,4.17774672923263,3.03569622636068,5.182814645
"140","Lesotho","LSO",2012,8.6321796822163,0.926720537054613,1.83593437150186,2.69814751264641,3.41785385312827,2.43204369002436,45.26149435
"141","Liberia","LBR",2012,8.80350625062631,0.52973099792695,1.97747830789913,2.55734237050888,2.88756409386489,1.90920320975035,2.279343665
"142","Libya","LBY",2012,7.7534439130097,0.480006942957151,0.744130008834697,1.13578166916005,4.39718150542244,3.06013506074213,3.91128523
"143","Lithuania","LTU",2012,7.19177894505122,0.638443273217647,0.424510019580189,0.648074069840786,4.38110341473524,3.19974744844282,6.991620409
"149","Luxembourg","LUX",2012,7.7534439130097,0.777286935288627,0.794119280470707,0.479583152331272,4.95184806820182,3.81566726571787,1.13956899
"151","Macedonia","MKD",2012,6.79048533680146,0.645952215517289,0.371551561967635,0.959166304662544,4.06256950569679,2.90471708623714,1.778160115
"152","Madagascar","MDG",2012,9.7827748421265,0.25914102583878,2.85038902111742,1.97484176581315,3.13702170301362,1.68438076871094,1.674379017
"153","Malawi","MWI",2012,9.56056253699237,0.830327792983689,2.03303294084959,2.21810730128188,3.01693283819183,1.96373578810159,2.035414912
"154","Malaysia","MYS",2012,6.60477397707225,0.345419469260933,0.746010593704595,0.8,4.35393144768646,2.95511872534658,2.009712885
"155","Maldives","MDV",2012,6.4735039035697,0.813108888119352,1.07694028949411,0.964365076099296,4.10076970126658,3.06332166174613,0.876470158
"156","Mali","MLI",2012,9.25872803097304,0.223566901946298,2.24226303136156,2.73313007374329,3.2564633961794,2.00507751628141,6.111397833
"157","Malta","MLT",2012,7.7534439130097,0.821201259311211,0.486238578477569,0.761577310586391,4.46436628971963,3.47126103455317,1.22677524
"158","Marshall Islands","MHL",2012,7.7534439130097,1.14321851906314,1.63584032588918,1.76351920885484,3.55947867343203,2.79294402303067,6.633415426
"159","Mauritania","MRT",2012,7.7107943450556,0.136798863076354,1.68404424905885,2.44335834457412,3.53939752843727,2.0767964693328,4.017465587
"160","Mauritius","MUS",2012,5.98281014751439,0.360347759470931,1.01357132682242,1.14455231422596,4.23282644665647,2.90557278496764,2.931261948
"161","Mexico","MEX",2012,8.75373021344877,0.499820533451096,1.52958712518068,1.18743420870379,4.21470163754776,3.02181557682803,27.07287629
"162","Micronesia (country)","FSM",2012,6.58140926876457,1.06401370567965,1.54517753191927,1.75499287747842,3.5242502103537,2.64811663678393,5.659744071
"168","Moldova","MDA",2012,5.9945568944822,0.74174413489357,0.377598777435505,1.2,3.61810091658079,2.70039936543993,6.575331687
"170","Mongolia","MNG",2012,6.06790440713069,0.354207373996482,0.526852012086155,1.38202749610853,3.99073056544093,2.62466167030253,9.253881136
"171","Montenegro","MNE",2012,6.34944169278417,0.650538540347295,0.533470531522924,0.714142842854285,4.14818406222762,2.99108858736424,3.631997815
"172","Morocco","MAR",2012,7.82169512116447,0.338748520197459,0.784380448977751,1.58429795177549,3.83195516231624,2.62853502635623,1.242761712
"173","Mozambique","MOZ",2012,9.67767207695539,0.443479340543338,2.01700578624496,2.51992063367083,2.99744094924091,1.75248539928951,6.897853854
"174","Myanmar","MMR",2012,7.7534439130097,-0.0863826308649466,1.40270074643064,2.13541565040626,3.61791184249848,1.93016575275843,2.061632592
"175","Namibia","NAM",2012,7.94595674424969,0.686108517743374,1.66805260112654,1.95448202856921,3.95265507155093,2.87127303118359,16.3365614
"177","Nepal","NPL",2012,8.5307991628278,0.392143552295329,1.20349294883067,1.84932420089069,3.32291229699458,2.10359794486569,1.677465357
"178","Netherlands","NLD",2012,7.7534439130097,0.979020964030689,0.756046235157964,0.6,4.65716443538252,3.70884677519351,0.97700041
"179","New Zealand","NZL",2012,7.7534439130097,0.979897245696551,0.532084913324481,0.707106781186548,4.52334669892439,3.57135926818693,1.361515269
"180","Nicaragua","NIC",2012,7.98517214198933,0.629426172320272,1.22322697130769,1.33041346956501,3.64867741956423,2.55532719852633,8.90864307
"181","Niger","NER",2012,9.19339572086847,0.34475266713522,1.69019511366467,2.4,2.93594355774917,1.71559818085935,4.904294864
"182","Nigeria","NGA",2012,10.376392950957,0.0141715895763925,1.86198808092283,2.75136329843952,3.72749665968977,2.25117605658061,3.776878065
"184","North Korea","PRK",2012,7.7534439130097,0.52190682885327,1.18101769432326,1.40712472794703,4.01477252192689,2.80369810194733,2.907984329
"188","Norway","NOR",2012,7.7534439130097,0.890636491661261,0.750786068218682,0.489897948556636,4.79936406207182,3.78650148046817,0.866499435
"191","Oman","OMN",2012,7.7534439130097,0.318054308642782,0.621572910235033,0.989949493661167,4.63377314068498,3.03096947454145,0.593469341
"194","Pakistan","PAK",2012,9.06310345310333,0.00794526455708889,1.13592431372396,2.64007575648882,3.64022814021779,2.0910512252025,5.356985459
"196","Palestine","PSE",2012,5.44850303488229,0.52190682885327,0.787288375900274,1.39283882771841,3.68500805574571,2.80369810194733,6.132164906
"197","Panama","PAN",2012,7.572280571333,0.696489173412539,1.32689404552605,1.27279220613579,4.26579274599238,3.12069257445032,21.48355625
"198","Papua New Guinea","PNG",2012,8.79503314901586,0.562682904633114,1.87776227951732,2.19772609758359,3.50924537446021,2.06024184637686,12.15616737
"199","Paraguay","PRY",2012,7.70656499301939,0.662625752088527,1.50489597485757,1.4422205101856,3.86406052379795,2.88606339817081,12.01066162
"200","Peru","PER",2012,8.37355624792796,0.454333714730121,1.28115523585662,1.2,4.03917288072812,2.75717247239054,4.033620346
"201","Philippines","PHL",2012,9.26115873010087,0.141843551659701,1.57804489612596,1.54596248337403,3.77734012797825,2.43852540954706,14.50839367
"202","Poland","POL",2012,0,0.660629827342886,0.597938846707539,0.678232998312527,4.36582688872946,3.18880451055207,1.985591752
"203","Portugal","PRT",2012,7.7534439130097,0.795108817477242,0.745289290799445,0.547722557505166,4.41171816568856,3.41896999750908,1.597713732
"207","Qatar","QAT",2012,7.7534439130097,0.262801627966493,0.462222807681546,0.860232526704263,5.09795828029203,3.45568562256919,0.909519779
"208","Romania","ROU",2012,0,0.643194618052404,0.655823028291624,0.969535971483266,4.26249917485881,3.00218457051757,2.265379282
"209","Russia","RUS",2012,6.99698952711268,0.579307772162602,0.571224059478511,0.916515138991168,4.40064885312559,3.21845163627229,17.49612603
"210","Rwanda","RWA",2012,9.23794465615662,0.452687420969052,2.03346632681029,1.93649167310371,3.18230804830564,2.06419872490795,4.980891334
"212","Saint Lucia","LCA",2012,7.10149951739472,0.624014700639209,1.19881453471662,1.26885775404495,4.0815188929668,2.94101514398267,18.62784138
"213","Saint Vincent and the Grenadines","VCT",2012,7.7534439130097,0.643792757751106,1.44091435786266,1.33041346956501,4.00039636597843,2.93601406841123,20.10746042
"214","Samoa","WSM",2012,5.19898405904903,0.637253629298401,1.43303402202548,1.25299640861417,3.75160953956434,2.4603744670015,3.153495639
"216","Sao Tome and Principe","STP",2012,6.97080083466184,0.394855031839206,1.7743509835298,1.7464249196573,3.43427558325951,2.440366842531,5.499141239
"217","Saudi Arabia","SAU",2012,7.7534439130097,0.439693038721147,0.855324886807086,0.948683298050514,4.69599493243778,3.28338733284633,0.86362497
"219","Senegal","SEN",2012,9.08032141344974,0.338429841449298,1.65853804707734,1.9824227601599,3.33988434527558,1.97778044326547,1.030856882
"220","Serbia","SRB",2012,6.17550050648409,0.78173478932401,0.552161610906222,0.787400787401181,4.11054610730111,3.102647188184,2.705186635
"221","Seychelles","SYC",2012,5.45804831917427,0.57954267236907,1.06581658871556,1.113552872566,4.35445443763708,2.96364419048227,6.196710604
"222","Sierra Leone","SLE",2012,8.7248600197322,0.296857836093321,2.1945760369244,3.15911379978626,3.14696389725276,2.25290792572963,1.488977012
"223","Singapore","SGP",2012,7.7534439130097,0.176403184700798,0.326297691716691,0.469041575982343,4.88244239513968,3.51308393349975,0.529489201
"224","Slovakia","SVK",2012,6.65342507302617,0.754288772879075,0.51746262929735,0.741619848709566,4.41860737099125,3.31483519371065,2.661634371
"225","Slovenia","SVN",2012,0,0.832757104298753,0.338287384607328,0.479583152331272,4.44679984370281,3.41777839491589,1.08141699
"227","Solomon Islands","SLB",2012,7.63983518931344,0.707118186153112,1.59672381187636,1.42828568570857,3.32622685736285,2.0529940034315,5.477783615
"228","Somalia","SOM",2012,7.7534439130097,0.52190682885327,2.29992101734203,3.02654919008431,4.01477252192689,2.80369810194733,12.24877789
"229","South Africa","ZAF",2012,9.24309314177501,0.631067506031301,1.50299944613833,1.9,4.08690242625202,3.04037580952475,30.90263759
"232","South Korea","KOR",2012,7.7534439130097,-0.0375941320864619,0.57028278075407,0.574456264653803,4.5021114866869,3.35132349858699,1.709916953
"233","South Sudan","SSD",2012,9.4896396642112,0.0374264979406237,2.29648197460813,2.52388589282479,3.19040714229778,1.70281226367809,18.73105639
"238","Spain","ESP",2012,7.7534439130097,0.828312786207354,0.602997691180021,0.547722557505166,4.49288866793137,3.47676667736399,0.822220144
"239","Sri Lanka","LKA",2012,7.61350021163424,0.0862172055967489,0.916690893464784,0.964365076099296,3.9991315400765,2.45939922470013,3.932596568
"243","Sudan","SDN",2012,8.81717671995758,0.272258412771515,1.1717416165999,2.21810730128188,3.61247323803329,2.41892970811681,2.262809771
"244","Suriname","SUR",2012,7.72035457206962,0.507297362041127,1.23980752304218,1.43178210632764,4.17990358256872,2.98044240131531,9.656086057
"245","Swaziland","SWZ",2012,8.14473487929608,0.799022855787586,1.76464643790608,2.26495033058122,3.87672816428565,2.72151072942567,28.36848931
"246","Sweden","SWE",2012,7.7534439130097,0.998063996717906,0.72649411901567,0.5,4.63657027881617,3.69961928947369,1.238666641
"247","Switzerland","CHE",2012,7.7534439130097,0.874990893298907,0.670410407989548,0.62449979983984,4.74934721484316,3.79049884156941,0.720027545
"251","Tajikistan","TJK",2012,8.45715737754218,0.273604122078763,0.642595830951552,1.85202591774521,3.36630512826452,2.18315855805349,2.824313834
"252","Tanzania","TZA",2012,9.68102890649794,0.445675837275677,1.97628276075226,2.11660104885167,3.34788179717304,2.10418623462651,5.959350162
"253","Thailand","THA",2012,6.66815724612065,0.511631953321969,0.826291495995341,1.01980390271856,4.15981690121152,2.75845317659001,6.843409631
"254","Timor","TLS",2012,7.54716658743221,-0.0382204595535117,1.55861447528486,2.19544984001001,3.99900341526277,1.98155813815263,2.663545994
"255","Togo","TGO",2012,9.01904442892153,0.289543768405897,1.80014232408264,2.3685438564654,3.100141092237,1.82811105689418,5.854096491
"256","Tonga","TON",2012,5.11980336232718,0.561164655984398,1.53235423686625,1.22474487139159,3.70999325429235,2.36442251560806,2.220744752
"257","Trinidad and Tobago","TTO",2012,6.08209497557318,0.461646895388913,1.07646873114789,1.62788205960997,4.49491656758996,3.23215425017646,26.74034998
"259","Tunisia","TUN",2012,7.25387649217678,0.618871170814067,0.687756160178725,1.16619037896906,4.01720969761864,2.88425148025894,0.651565027
"260","Turkey","TUR",2012,6.7152383537538,0.617958434425151,0.848164255753717,1.19582607431014,4.30711138607502,2.97712979951943,2.084376607
"261","Turkmenistan","TKM",2012,7.24473311325192,0.104956793236496,0.553249097133278,2.17025344142107,4.087617058054,2.39591805505132,4.072165422
"263","Uganda","UGA",2012,9.40666527516253,0.333225399152149,1.90268409158827,2.12367605815953,3.2064048106832,2.12572346420611,4.245034236
"264","Ukraine","UKR",2012,0,0.615449266515533,0.568631458529739,0.959166304662544,3.92023674136923,2.80369810194733,8.016280733
"265","United Arab Emirates","ARE",2012,7.7534439130097,0.406544589777899,0.637277817813658,0.836660026534076,4.77392599259558,3.29963604280888,1.23460079
"266","United Kingdom","GBR",2012,7.7534439130097,0.892241189084854,0.520611873283881,0.640312423743285,4.56694220974252,3.52152250809348,0.556427725
"267","United States","USA",2012,7.7534439130097,0.905383391255291,0.897739142938888,0.781024967590665,4.70346633594315,3.94397738825278,5.678312409
"270","Uruguay","URY",2012,6.41391823505246,0.77430441452879,1.11946102991876,0.921954445729289,4.26664037001724,3.21501838081745,6.383190273
"271","Uzbekistan","UZB",2012,9.18814590229383,0.495179467141463,0.425295785108829,1.66733320005331,3.67814129046931,2.51026992998642,2.524154229
"272","Vanuatu","VUT",2012,6.79286957069568,0.500702399578414,1.64972228980371,1.56524758424985,3.4622728454007,2.03854001351432,1.71884821
"273","Venezuela","VEN",2012,9.12217077518638,0.224180208475838,1.10968266965244,1.20830459735946,4.24745308974845,2.93713160750847,52.72493464
"274","Vietnam","VNM",2012,8.55293633024928,0.570790853592684,0.55827826143344,1.33790881602597,3.68314949361074,2.53426861389978,1.845484342
"279","Yemen","YEM",2012,7.7534439130097,0.196349707824645,1.25391766041981,2.07846096908265,3.57903002721391,2.3235435453791,3.060375293
"280","Zambia","ZMB",2012,9.47995244521548,0.404212686506052,2.15094075431964,2.22710574513201,3.54523451999374,2.24326772848176,6.202861112
"281","Zimbabwe","ZWE",2012,8.63084638557044,0.445517824563537,2.36281088703224,2.2,3.27215881361801,2.05006173822624,8.984186721
