"","Code","homicide_rate","gov_expen","gross_enrol_secondary","Year","gross_enrol_primary","Country","lower_secondary"
"31","BWA",8.64261164905384,4.52271359885505,82.7621536254883,2012,108.065582275391,"Botswana",88.7707138061523
"32","CAF",7.76095811238603,4.52271359885505,17.3780097961426,2012,93.4557266235352,"Central African Republic",12.7098503112793
"33","CAN",1.65510442776545,4.52271359885505,110.267601013184,2012,99.6937713623047,"Canada",73.914095293574
"34","CHE",0.720027545456364,5.03337001800537,96.2256622314453,2012,102.909339904785,"Switzerland",95.913330078125
"35","CHL",4.43358144310961,4.52271359885505,91.4658889770508,2012,101.725601196289,"Chile",96.1428985595703
"36","CHN",1.17014369308925,4.52271359885505,92.1432495117188,2012,110.088768005371,"China",73.914095293574
"37","CIV",10.1583638816939,4.61108016967773,80.8079946094089,2012,84.9939117431641,"Cote d'Ivoire",31.9705791473389
"38","CMR",2.97486708091665,2.6971800327301,50.4674301147461,2012,110.811309814453,"Cameroon",73.914095293574
"39","COD",3.33715429385677,4.52271359885505,41.2836990356445,2012,101.459381103516,"Democratic Republic of Congo",39.6840896606445
"40","COG",5.41292152923131,4.52271359885505,54.5433807373047,2012,110.888458251953,"Congo",51.9218788146973
"41","COL",36.2266257096548,4.38531017303467,99.8500289916992,2012,116.561210632324,"Colombia",92.8255081176758
"42","COM",7.86241456027011,4.88998985290527,80.8079946094089,2012,103.133186340332,"Comoros",73.914095293574
"43","CPV",13.6654636310363,4.52271359885505,91.4871292114258,2012,113.220733642578,"Cape Verde",78.6594085693359
"44","CRI",9.5965954893342,6.6898398399353,107.950958251953,2012,114.554046630859,"Costa Rica",58.6398811340332
"45","CUB",5.90681585300507,4.52271359885505,91.9312591552734,2012,99.844612121582,"Cuba",95.2328262329102
"46","CYP",1.76706736243887,4.52271359885505,95.2998504638672,2012,100.175346374512,"Cyprus",95.6126937866211
"47","CZE",1.35373115303756,4.2508602142334,97.0830688476563,2012,99.5738906860352,"Czech Republic",92.4459686279297
"48","DEU",0.805564195574929,4.93331003189087,102.883880615234,2012,103.090301513672,"Germany",73.914095293574
"49","DJI",8.29866245106091,4.52271359885505,43.0634307861328,2012,67.9332275390625,"Djibouti",47.4889602661133
"50","DMA",11.6914184616572,4.52271359885505,80.8079946094089,2012,119.012130737305,"Dominica",88.8111877441406
"51","DNK",0.802655149239585,7.23782014846802,123.682510375977,2012,101.375106811523,"Denmark",96.5777587890625
"52","DOM",20.9043371759896,4.52271359885505,76.3887405395508,2012,102.914360046387,"Dominican Republic",74.6909484863281
"53","DZA",1.22998596410089,4.52271359885505,80.8079946094089,2012,118.267356872559,"Algeria",114.83487701416
"54","ECU",17.8737227608675,4.64307022094727,85.4583892822266,2012,116.983299255371,"Ecuador",83.9152526855469
"55","EGY",0.833145966151283,4.52271359885505,83.6341018676758,2012,106.204536437988,"Egypt",73.914095293574
"56","ERI",12.3211557698943,4.52271359885505,36.5461196899414,2012,52.9173393249512,"Eritrea",55.3558616638184
"57","ESP",0.822220144286388,4.43187999725342,131.034164428711,2012,103.546768188477,"Spain",73.914095293574
"58","EST",5.61458633730418,4.71293020248413,107.529846191406,2012,101.709571838379,"Estonia",100.733787536621
"59","ETH",7.71789879031066,5.56678009033203,36.2312202453613,2012,94.7794189453125,"Ethiopia",25.7135391235352
"60","FIN",1.80693802666295,7.19254016876221,107.485900878906,2012,100.41381072998,"Finland",97.1397476196289
"61","FJI",4.22156427691176,4.52271359885505,88.6682510375977,2012,104.917259216309,"Fiji",94.9636077880859
"62","FRA",0.957296071571393,5.46131992340088,111.665321350098,2012,106.230072021484,"France",102.743873596191
"63","FSM",5.65974407140275,4.52271359885505,80.8079946094089,2012,103.133186340332,"Micronesia (country)",73.914095293574
"64","GAB",5.20361120078602,3.01340007781982,80.8079946094089,2012,103.133186340332,"Gabon",73.914095293574
"65","GBR",0.556427725442901,4.52271359885505,91.3931427001953,2012,108.243148803711,"United Kingdom",73.914095293574
"66","GEO",3.63423576624754,1.98330998420715,80.8079946094089,2012,114.530128479004,"Georgia",103.710678100586
"67","GHA",3.19854283160867,7.91913986206055,58.1386909484863,2012,109.711067199707,"Ghana",66.4318771362305
"68","GIN",6.60979022300335,1.89600002765656,37.6192398071289,2012,88.6705780029297,"Guinea",35.6954116821289
"69","GMB",1.29906495696686,4.10118007659912,80.8079946094089,2012,84.0134429931641,"Gambia",64.6090469360352
"70","GNB",8.66584416200762,2.00106000900269,80.8079946094089,2012,103.133186340332,"Guinea-Bissau",73.914095293574
"71","GNQ",3.20676386713846,4.52271359885505,80.8079946094089,2012,84.457389831543,"Equatorial Guinea",32.1316909790039
"72","GRC",1.41531298497303,4.52271359885505,105.168449401855,2012,99.2927932739258,"Greece",98.3531112670898
"73","GRD",4.96561093154956,4.52271359885505,80.8079946094089,2012,103.133186340332,"Grenada",73.914095293574
"74","GRL",9.1251549791764,4.52271359885505,80.8079946094089,2012,103.133186340332,"Greenland",73.914095293574
"75","GTM",36.3088750331883,2.95785999298096,64.0707092285156,2012,110.674629211426,"Guatemala",59.4546585083008
"76","GUM",4.59743462694029,4.52271359885505,80.8079946094089,2012,103.133186340332,"Guam",73.914095293574
"77","GUY",18.9599419147462,3.18242001533508,89.3368377685547,2012,85.4383697509766,"Guyana",73.914095293574
"79","HND",102.742835524665,4.52271359885505,72.510139465332,2012,113.266891479492,"Honduras",48.8663787841797
"80","HRV",1.32689785750912,4.52271359885505,99.7670593261719,2012,95.7502212524414,"Croatia",97.1488571166992
"81","HTI",19.6015413478209,4.52271359885505,80.8079946094089,2012,103.133186340332,"Haiti",73.914095293574
"82","HUN",1.88494088110392,4.52271359885505,101.860229492188,2012,100.300247192383,"Hungary",73.914095293574
"83","IDN",1.07971175870559,3.40748000144959,80.4074172973633,2012,108.691452026367,"Indonesia",82.5255737304688
"84","IND",3.3166068483232,3.8675000667572,69.1641464233398,2012,109.757751464844,"India",73.914095293574
"85","IRL",0.897519276158002,5.75110006332397,126.093330383301,2012,103.637756347656,"Ireland",73.914095293574
"86","IRN",2.64868908598651,3.16859006881714,87.6428375244141,2012,105.282348632813,"Iran",96.2300109863281
"87","IRQ",7.20322789739932,4.52271359885505,80.8079946094089,2012,103.133186340332,"Iraq",73.914095293574
"88","ISL",0.734060167853886,7.86642980575562,111.170257568359,2012,98.6670684814453,"Iceland",97.1648406982422
"89","ISR",2.24360798299623,5.66922998428345,101.063987731934,2012,105.594078063965,"Israel",98.1300201416016
"90","ITA",0.928088211044548,4.52271359885505,101.677391052246,2012,100.857490539551,"Italy",102.281700134277
"91","JAM",36.3599112917606,6.11454010009766,80.8079946094089,2012,103.133186340332,"Jamaica",73.914095293574
"92","JOR",2.80037749880145,4.52271359885505,84.2942886352539,2012,88.7190475463867,"Jordan",87.2619094848633
"93","JPN",0.59909154157936,3.69226002693176,101.807258605957,2012,102.30004119873,"Japan",73.914095293574
"94","KAZ",10.6193875036171,4.52271359885505,101.294570922852,2012,109.16918182373,"Kazakhstan",96.3386383056641
"95","KEN",10.5915540205951,5.50903987884521,67.6403884887695,2012,116.131248474121,"Kenya",73.914095293574
"96","KGZ",5.50650618913713,7.38423013687134,80.8079946094089,2012,102.946533203125,"Kyrgyzstan",88.1060180664063
"97","KHM",2.55507946006695,1.56269001960754,80.8079946094089,2012,121.354461669922,"Cambodia",44.672908782959
"98","KIR",1.84926138220843,4.52271359885505,80.8079946094089,2012,103.133186340332,"Kiribati",73.914095293574
"100","KOR",1.70991695288196,4.61822986602783,95.9358978271484,2012,101.362648010254,"South Korea",73.914095293574
"101","KWT",0.930346203561845,4.52271359885505,92.5220336914063,2012,105.988922119141,"Kuwait",89.9771499633789
"102","LAO",4.05166451100403,1.82147002220154,47.8338088989258,2012,120.065040588379,"Laos",45.6432113647461
"103","LBN",5.18281464456598,2.15629005432129,71.0396728515625,2012,99.085823059082,"Lebanon",60.6170082092285
"104","LBR",2.27934366459905,2.75756001472473,80.8079946094089,2012,103.133186340332,"Liberia",73.914095293574
"105","LBY",3.91128522966763,4.52271359885505,80.8079946094089,2012,103.133186340332,"Libya",73.914095293574
"106","LCA",18.6278413846599,3.5901300907135,91.1065673828125,2012,103.133186340332,"Saint Lucia",89.9131011962891
"108","LKA",3.93259656803001,1.49617004394531,99.6474380493164,2012,100.095802307129,"Sri Lanka",92.4898681640625
"109","LSO",45.2614943540012,4.52271359885505,53.2792892456055,2012,110.963172912598,"Lesotho",41.3270416259766
"110","LTU",6.99162040870931,4.76686000823975,101.478462219238,2012,99.5406723022461,"Lithuania",94.0968780517578
"111","LUX",1.13956898996153,4.09041023254395,100.226570129395,2012,97.044548034668,"Luxembourg",109.486976623535
"112","LVA",7.31599492219928,6.59438991546631,98.7889099121094,2012,104.383918762207,"Latvia",73.914095293574
"114","MAR",1.24276171238588,4.52271359885505,69.0629501342773,2012,116.508682250977,"Morocco",62.2574615478516
"116","MDA",6.57533168664372,8.34895992279053,88.1958694458008,2012,93.7979736328125,"Moldova",85.1498336791992
"117","MDG",1.67437901685585,2.73217010498047,38.0275917053223,2012,145.18586730957,"Madagascar",33.3850898742676
"118","MDV",0.876470157825681,3.76038002967834,80.8079946094089,2012,103.133186340332,"Maldives",97.2763824462891
"119","MEX",27.0728762934891,5.16543006896973,85.0917587280273,2012,104.651443481445,"Mexico",79.2484588623047
"120","MHL",6.63341542613604,4.52271359885505,80.8079946094089,2012,103.133186340332,"Marshall Islands",73.914095293574
"121","MKD",1.77816011453807,4.52271359885505,82.0343170166016,2012,85.7572174072266,"Macedonia",73.914095293574
"122","MLI",6.11139783289927,3.47949004173279,80.8079946094089,2012,80.8540115356445,"Mali",73.914095293574
"123","MLT",1.22677524041924,6.52369022369385,85.8246688842773,2012,90.6702117919922,"Malta",92.4050598144531
"124","MMR",2.06163259232803,4.52271359885505,80.8079946094089,2012,103.133186340332,"Myanmar",73.914095293574
"125","MNE",3.63199781480126,4.52271359885505,91.3880920410156,2012,95.2785415649414,"Montenegro",93.1991729736328
"126","MNG",9.25388113592109,5.19520998001099,80.8079946094089,2012,116.917663574219,"Mongolia",73.914095293574
"127","MNP",4.69632036267576,4.52271359885505,80.8079946094089,2012,103.133186340332,"Northern Mariana Islands",73.914095293574
"128","MOZ",6.89785385386868,6.07551002502441,24.4109306335449,2012,104.001586914063,"Mozambique",21.6310691833496
"129","MRT",4.01746558741378,2.77579998970032,26.6236705780029,2012,95.8698196411133,"Mauritania",19.8079605102539
"130","MUS",2.93126194835586,3.41820001602173,91.8419189453125,2012,103.176071166992,"Mauritius",81.0235977172852
"131","MWI",2.03541491227401,4.52271359885505,34.4493789672852,2012,140.161651611328,"Malawi",18.9148693084717
"132","MYS",2.00971288509425,5.73902988433838,70.7941131591797,2012,103.828430175781,"Malaysia",88.063232421875
"133","NAM",16.3365614018475,4.52271359885505,80.8079946094089,2012,109.513000488281,"Namibia",58.0817108154297
"134","NER",4.90429486394391,4.32767009735107,15.5687799453735,2012,69.3842391967773,"Niger",11.9315900802612
"135","NGA",3.77687806495958,4.52271359885505,80.8079946094089,2012,103.133186340332,"Nigeria",73.914095293574
"136","NIC",8.90864307049228,4.52271359885505,80.8079946094089,2012,103.133186340332,"Nicaragua",73.914095293574
"137","NLD",0.97700041046514,5.4756498336792,130.175903320313,2012,107.579963684082,"Netherlands",73.914095293574
"138","NOR",0.866499434612563,7.36425018310547,110.720718383789,2012,99.8311614990234,"Norway",100.60572052002
"139","NPL",1.67746535658269,3.76116991043091,64.6816864013672,2012,142.64192199707,"Nepal",74.9781188964844
"141","NZL",1.36151526860319,7.15267992019653,118.57006072998,2012,98.574951171875,"New Zealand",73.914095293574
"142","OMN",0.593469340793004,4.52271359885505,80.8079946094089,2012,106.831840515137,"Oman",95.5134735107422
"143","OWID_WRL",5.65871627213042,4.61108016967773,73.7417297363281,2012,105.67276763916,"World",75.5167541503906
"144","PAK",5.35698545924854,2.13628005981445,38.2846603393555,2012,91.4150695800781,"Pakistan",44.956371307373
"145","PAN",21.4835562535901,4.52271359885505,85.640510559082,2012,106.218208312988,"Panama",73.8649215698242
"146","PER",4.0336203461427,2.92276000976563,93.4310531616211,2012,101.441421508789,"Peru",80.5217819213867
"147","PHL",14.5083936694507,4.52271359885505,80.8079946094089,2012,103.133186340332,"Philippines",73.914095293574
"148","PNG",12.1561673658324,4.52271359885505,40.346321105957,2012,114.735412597656,"Papua New Guinea",62.5336685180664
"149","POL",1.98559175247409,4.81181001663208,97.44140625,2012,101.52027130127,"Poland",73.914095293574
"150","PRI",24.241529357727,4.52271359885505,79.3627395629883,2012,89.1046981811523,"Puerto Rico",73.914095293574
"151","PRK",2.90798432885471,4.52271359885505,80.8079946094089,2012,103.133186340332,"North Korea",73.914095293574
"152","PRT",1.59771373202127,4.94640016555786,108.95246887207,2012,110.008628845215,"Portugal",73.914095293574
"153","PRY",12.0106616240763,4.96303987503052,76.5734786987305,2012,105.986167907715,"Paraguay",73.9089508056641
"154","PSE",6.132164906418,5.13267993927002,83.0920333862305,2012,94.1372680664063,"Palestine",77.9552001953125
"155","QAT",0.909519779319513,3.50744009017944,80.8079946094089,2012,103.133186340332,"Qatar",73.914095293574
"156","ROU",2.26537928244377,2.94603991508484,99.3621368408203,2012,95.5405197143555,"Romania",87.2970733642578
"157","RUS",17.4961260334925,3.78973007202148,96.1664505004883,2012,101.195411682129,"Russia",87.1583633422852
"158","RWA",4.98089133389176,4.68882989883423,38.3910713195801,2012,141.301040649414,"Rwanda",35.6226081848145
"159","SAU",0.863624970328459,4.52271359885505,80.8079946094089,2012,102.270561218262,"Saudi Arabia",95.2920074462891
"160","SDN",2.26280977104382,4.52271359885505,40.2119216918945,2012,69.1164398193359,"Sudan",45.839771270752
"161","SEN",1.03085688179635,5.93447017669678,80.8079946094089,2012,81.1581726074219,"Senegal",33.9966888427734
"162","SGP",0.529489200951762,3.11265993118286,80.8079946094089,2012,103.133186340332,"Singapore",73.914095293574
"163","SLB",5.47778361527205,4.52271359885505,48.4367904663086,2012,113.270011901855,"Solomon Islands",63.5813598632813
"164","SLE",1.48897701152979,2.87204003334045,49.1665115356445,2012,128.320404052734,"Sierra Leone",54.2148284912109
"165","SLV",102.141190711943,3.33400988578796,77.1446685791016,2012,117.86589050293,"El Salvador",87.2969818115234
"167","SOM",12.2487778946889,4.52271359885505,80.8079946094089,2012,103.133186340332,"Somalia",73.914095293574
"168","SRB",2.70518663488446,4.42657995223999,94.1696166992188,2012,100.571311950684,"Serbia",102.665901184082
"169","SSD",18.7310563899542,4.52271359885505,80.8079946094089,2012,103.133186340332,"South Sudan",73.914095293574
"170","STP",5.49914123925041,6.33950996398926,59.2291488647461,2012,114.391311645508,"Sao Tome and Principe",73.914095293574
"171","SUR",9.65608605666657,4.52271359885505,80.8079946094089,2012,103.133186340332,"Suriname",73.914095293574
"172","SVK",2.66163437099811,3.90920996665955,93.3659210205078,2012,101.627891540527,"Slovakia",86.2756118774414
"173","SVN",1.08141698951656,5.64783000946045,97.8559494018555,2012,98.9379119873047,"Slovenia",95.9445877075195
"174","SWE",1.23866664110553,7.65618991851807,98.0395889282227,2012,101.975357055664,"Sweden",94.7001266479492
"175","SWZ",28.3684893140933,4.52271359885505,60.6712913513184,2012,114.339881896973,"Swaziland",46.0076904296875
"176","SYC",6.19671060416859,4.52271359885505,80.8899993896484,2012,108.844131469727,"Seychelles",73.914095293574
"177","SYR",1.87836574116454,4.52271359885505,77.2896423339844,2012,130.921325683594,"Syria",69.6408004760742
"178","TCD",6.04914026360679,2.20615005493164,22.4027900695801,2012,93.9981307983398,"Chad",15.7359304428101
"179","TGO",5.8540964910793,4.72764015197754,80.8079946094089,2012,128.482025146484,"Togo",73.914095293574
"180","THA",6.84340963120623,4.53669023513794,87.1241226196289,2012,97.4781188964844,"Thailand",73.914095293574
"181","TJK",2.8243138343935,4.01803016662598,86.8061065673828,2012,98.9506225585938,"Tajikistan",86.2967224121094
"182","TKM",4.07216542187646,3.04924988746643,80.8079946094089,2012,103.133186340332,"Turkmenistan",73.914095293574
"183","TLS",2.66354599353644,4.52271359885505,71.8170471191406,2012,135.2060546875,"Timor",75.2894592285156
"184","TON",2.22074475187097,4.52271359885505,91.14111328125,2012,110.411590576172,"Tonga",73.914095293574
"185","TTO",26.7403499756653,4.52271359885505,80.8079946094089,2012,103.133186340332,"Trinidad and Tobago",73.914095293574
"186","TUN",0.651565026900696,6.25037002563477,80.8079946094089,2012,109.868606567383,"Tunisia",73.914095293574
"187","TUR",2.08437660681936,4.41900014877319,85.1072387695313,2012,98.6066207885742,"Turkey",95.3690719604492
"188","TWN",1.55764850033967,4.52271359885505,80.8079946094089,2012,103.133186340332,"Taiwan",73.914095293574
"189","TZA",5.95935016180899,4.52271359885505,34.2448997497559,2012,90.1047592163086,"Tanzania",39.4913711547852
"190","UGA",4.24503423561833,2.48313999176025,80.8079946094089,2012,103.133186340332,"Uganda",73.914095293574
"191","UKR",8.01628073322625,6.69232988357544,97.1062927246094,2012,107.957572937012,"Ukraine",99.474967956543
"192","URY",6.38319027280335,4.52271359885505,80.8079946094089,2012,103.133186340332,"Uruguay",73.914095293574
"193","USA",5.67831240932549,5.19485998153687,94.9803237915039,2012,99.5644073486328,"United States",73.914095293574
"194","UZB",2.52415422936581,4.52271359885505,80.8079946094089,2012,103.133186340332,"Uzbekistan",73.914095293574
"195","VCT",20.1074604211557,4.52271359885505,100.978866577148,2012,105.322959899902,"Saint Vincent and the Grenadines",92.8192825317383
"196","VEN",52.7249346379071,4.52271359885505,84.3941497802734,2012,101.530693054199,"Venezuela",77.953971862793
"197","VIR",29.4856862672772,4.52271359885505,80.8079946094089,2012,103.133186340332,"United States Virgin Islands",73.914095293574
"198","VNM",1.84548434247436,5.53328990936279,80.8079946094089,2012,106.958633422852,"Vietnam",78.4327697753906
"199","VUT",1.71884821003536,4.52271359885505,80.8079946094089,2012,103.133186340332,"Vanuatu",73.914095293574
"200","WSM",3.15349563854168,4.52271359885505,85.71044921875,2012,105.154022216797,"Samoa",102.420272827148
"201","YEM",3.06037529333555,4.52271359885505,46.236141204834,2012,94.4250335693359,"Yemen",48.1689186096191
"202","ZAF",30.9026375949519,6.3716402053833,91.9577331542969,2012,97.6297607421875,"South Africa",73.914095293574
"203","ZMB",6.2028611120554,4.52271359885505,80.8079946094089,2012,109.210647583008,"Zambia",55.3490791320801
"204","ZWE",8.98418672105332,7.29442977905273,46.6731796264648,2012,102.446983337402,"Zimbabwe",64.4760131835938
