"","homicide_rate","lower_secondary","gov_expen","gross_enrol_secondary","gross_enrol_primary","gov_expen_ter_2010","grad_per_f","teritary_share_2010","Country","Year","Code"
"100",0.930346203561845,89.9771499633789,NA,92.5220336914063,105.988922119141,NA,NA,4.28,"Kuwait",2012,"KWT"
"101",4.05166451100403,45.6432113647461,1.82147002220154,47.8338088989258,120.065040588379,NA,17.4274997711182,3.3,"Laos",2012,"LAO"
"102",5.18281464456598,60.6170082092285,2.15629005432129,71.0396728515625,99.085823059082,0.443709999322891,NA,NA,"Lebanon",2012,"LBN"
"103",2.27934366459905,NA,2.75756001472473,NA,NA,NA,35.2201309204102,1.9,"Liberia",2012,"LBR"
"104",3.91128522966763,NA,NA,NA,NA,NA,NA,11.89,"Libya",2012,"LBY"
"105",18.6278413846599,89.9131011962891,3.5901300907135,91.1065673828125,NA,0.189030006527901,NA,NA,"Saint Lucia",2012,"LCA"
"107",3.93259656803001,92.4898681640625,1.49617004394531,99.6474380493164,100.095802307129,0.28218999505043,40.9030494689941,8.51,"Sri Lanka",2012,"LKA"
"108",45.2614943540012,41.3270416259766,NA,53.2792892456055,110.963172912598,NA,30.3329200744629,0.76,"Lesotho",2012,"LSO"
"109",6.99162040870931,94.0968780517578,4.76686000823975,101.478462219238,99.5406723022461,1.24855005741119,27.2426700592041,15.6,"Lithuania",2012,"LTU"
"110",1.13956898996153,109.486976623535,4.09041023254395,100.226570129395,97.044548034668,NA,41.0526313781738,18.54,"Luxembourg",2012,"LUX"
"111",7.31599492219928,NA,6.59438991546631,98.7889099121094,104.383918762207,0.807799994945526,30.0893707275391,12.42,"Latvia",2012,"LVA"
"113",1.24276171238588,62.2574615478516,NA,69.0629501342773,116.508682250977,NA,NA,5.35,"Morocco",2012,"MAR"
"114",6.57533168664372,85.1498336791992,8.34895992279053,88.1958694458008,93.7979736328125,1.63802003860474,NA,8.76,"Moldova",2012,"MDA"
"115",1.67437901685585,33.3850898742676,2.73217010498047,38.0275917053223,145.18586730957,NA,NA,NA,"Madagascar",2012,"MDG"
"116",0.876470157825681,97.2763824462891,3.76038002967834,NA,NA,NA,NA,0.25,"Maldives",2012,"MDV"
"117",27.0728762934891,79.2484588623047,5.16543006896973,85.0917587280273,104.651443481445,1.02208995819092,32.0080795288086,9.81,"Mexico",2012,"MEX"
"118",6.63341542613604,NA,NA,NA,NA,NA,NA,NA,"Marshall Islands",2012,"MHL"
"119",1.77816011453807,NA,NA,82.0343170166016,85.7572174072266,NA,38.5881309509277,NA,"Macedonia",2012,"MKD"
"120",6.11139783289927,NA,3.47949004173279,NA,80.8540115356445,0.799440026283264,NA,0.78,"Mali",2012,"MLI"
"121",1.22677524041924,92.4050598144531,6.52369022369385,85.8246688842773,90.6702117919922,1.57671999931335,24.9244709014893,10.52,"Malta",2012,"MLT"
"122",2.06163259232803,NA,NA,NA,NA,NA,64.8559036254883,5.15,"Myanmar",2012,"MMR"
"123",3.63199781480126,93.1991729736328,NA,91.3880920410156,95.2785415649414,NA,NA,NA,"Montenegro",2012,"MNE"
"124",9.25388113592109,NA,5.19520998001099,NA,116.917663574219,0.310420006513596,NA,19.66,"Mongolia",2012,"MNG"
"126",6.89785385386868,21.6310691833496,6.07551002502441,24.4109306335449,104.001586914063,NA,27.3816699981689,0.26,"Mozambique",2012,"MOZ"
"127",4.01746558741378,19.8079605102539,2.77579998970032,26.6236705780029,95.8698196411133,0.677320003509521,NA,0.97,"Mauritania",2012,"MRT"
"128",2.93126194835586,81.0235977172852,3.41820001602173,91.8419189453125,103.176071166992,0.342350006103516,NA,1.88,"Mauritius",2012,"MUS"
"129",2.03541491227401,18.9148693084717,NA,34.4493789672852,140.161651611328,1.29812002182007,NA,0.15,"Malawi",2012,"MWI"
"130",2.00971288509425,88.063232421875,5.73902988433838,70.7941131591797,103.828430175781,1.71114003658295,45.8790092468262,5.81,"Malaysia",2012,"MYS"
"131",16.3365614018475,58.0817108154297,NA,NA,109.513000488281,1.92754995822906,NA,0.76,"Namibia",2012,"NAM"
"132",4.90429486394391,11.9315900802612,4.32767009735107,15.5687799453735,69.3842391967773,0.469260007143021,NA,0.51,"Niger",2012,"NER"
"133",3.77687806495958,NA,NA,NA,NA,NA,NA,NA,"Nigeria",2012,"NGA"
"134",8.90864307049228,NA,NA,NA,NA,1.17037999629974,NA,10.33,"Nicaragua",2012,"NIC"
"135",0.97700041046514,NA,5.4756498336792,130.175903320313,107.579963684082,1.55833005905151,22.9999103546143,15.63,"Netherlands",2012,"NLD"
"136",0.866499434612563,100.60572052002,7.36425018310547,110.720718383789,99.8311614990234,1.99974000453949,30.5583896636963,12.16,"Norway",2012,"NOR"
"137",1.67746535658269,74.9781188964844,3.76116991043091,64.6816864013672,142.64192199707,0.502489984035492,NA,1.75,"Nepal",2012,"NPL"
"138",1.36151526860319,NA,7.15267992019653,118.57006072998,98.574951171875,1.88724005222321,35.0102386474609,15.5,"New Zealand",2012,"NZL"
"139",0.593469340793004,95.5134735107422,NA,NA,106.831840515137,NA,NA,NA,"Oman",2012,"OMN"
"141",5.35698545924854,44.956371307373,2.13628005981445,38.2846603393555,91.4150695800781,NA,NA,4.43,"Pakistan",2012,"PAK"
"142",21.4835562535901,73.8649215698242,NA,85.640510559082,106.218208312988,NA,41.7141189575195,14.37,"Panama",2012,"PAN"
"143",4.0336203461427,80.5217819213867,2.92276000976563,93.4310531616211,101.441421508789,0.393559992313385,NA,12.27,"Peru",2012,"PER"
"144",14.5083936694507,NA,NA,NA,NA,NA,39.6892509460449,5.48,"Philippines",2012,"PHL"
"145",12.1561673658324,62.5336685180664,NA,40.346321105957,114.735412597656,NA,NA,0.54,"Papua New Guinea",2012,"PNG"
"146",1.98559175247409,NA,4.81181001663208,97.44140625,101.52027130127,1.15448999404907,39.9247817993164,11.37,"Poland",2012,"POL"
"148",2.90798432885471,NA,NA,NA,NA,NA,NA,NA,"North Korea",2012,"PRK"
"149",1.59771373202127,NA,4.94640016555786,108.95246887207,110.008628845215,1.08889997005463,38.5163497924805,3.26,"Portugal",2012,"PRT"
"150",12.0106616240763,73.9089508056641,4.96303987503052,76.5734786987305,105.986167907715,0.698459982872009,NA,3.88,"Paraguay",2012,"PRY"
"151",6.132164906418,77.9552001953125,5.13267993927002,83.0920333862305,94.1372680664063,NA,45.0162582397461,NA,"Palestine",2012,"PSE"
"152",0.909519779319513,NA,3.50744009017944,NA,NA,NA,31.0136203765869,10.05,"Qatar",2012,"QAT"
"153",2.26537928244377,87.2970733642578,2.94603991508484,99.3621368408203,95.5405197143555,0.984799981117249,40.8415298461914,6.61,"Romania",2012,"ROU"
"154",17.4961260334925,87.1583633422852,3.78973007202148,96.1664505004883,101.195411682129,NA,NA,24.74,"Russia",2012,"RUS"
"155",4.98089133389176,35.6226081848145,4.68882989883423,38.3910713195801,141.301040649414,1.12612998485565,30.0027809143066,0.53,"Rwanda",2012,"RWA"
"156",0.863624970328459,95.2920074462891,NA,NA,102.270561218262,NA,39.7597007751465,6.67,"Saudi Arabia",2012,"SAU"
"157",2.26280977104382,45.839771270752,NA,40.2119216918945,69.1164398193359,NA,42.4131889343262,1.87,"Sudan",2012,"SDN"
"158",1.03085688179635,33.9966888427734,5.93447017669678,NA,81.1581726074219,1.37602996826172,NA,1.25,"Senegal",2012,"SEN"
"159",0.529489200951762,NA,3.11265993118286,NA,NA,1.08984005451202,NA,29.71,"Singapore",2012,"SGP"
"160",5.47778361527205,63.5813598632813,NA,48.4367904663086,113.270011901855,NA,NA,NA,"Solomon Islands",2012,"SLB"
"161",1.48897701152979,54.2148284912109,2.87204003334045,49.1665115356445,128.320404052734,0.508390009403229,NA,1.22,"Sierra Leone",2012,"SLE"
"162",102.141190711943,87.2969818115234,3.33400988578796,77.1446685791016,117.86589050293,0.426620006561279,28.6112308502197,3.92,"El Salvador",2012,"SLV"
"164",12.2487778946889,NA,NA,NA,NA,NA,NA,NA,"Somalia",2012,"SOM"
"165",2.70518663488446,102.665901184082,4.42657995223999,94.1696166992188,100.571311950684,1.33385002613068,37.2793617248535,8.97,"Serbia",2012,"SRB"
"166",18.7310563899542,NA,NA,NA,NA,NA,NA,NA,"South Sudan",2012,"SSD"
"167",5.49914123925041,NA,6.33950996398926,59.2291488647461,114.391311645508,NA,NA,NA,"Sao Tome and Principe",2012,"STP"
"168",9.65608605666657,NA,NA,NA,NA,NA,NA,NA,"Suriname",2012,"SUR"
"169",2.66163437099811,86.2756118774414,3.90920996665955,93.3659210205078,101.627891540527,0.810060024261475,35.6285591125488,8.76,"Slovakia",2012,"SVK"
"170",1.08141698951656,95.9445877075195,5.64783000946045,97.8559494018555,98.9379119873047,1.33759999275208,29.4798793792725,13.25,"Slovenia",2012,"SVN"
"171",1.23866664110553,94.7001266479492,7.65618991851807,98.0395889282227,101.975357055664,1.92183005809784,32.2980117797852,14.93,"Sweden",2012,"SWE"
"172",28.3684893140933,46.0076904296875,NA,60.6712913513184,114.339881896973,1.15412998199463,NA,1.64,"Swaziland",2012,"SWZ"
"173",6.19671060416859,NA,NA,80.8899993896484,108.844131469727,NA,NA,NA,"Seychelles",2012,"SYC"
"175",6.04914026360679,15.7359304428101,2.20615005493164,22.4027900695801,93.9981307983398,0.391609996557236,NA,NA,"Chad",2012,"TCD"
"176",5.8540964910793,NA,4.72764015197754,NA,128.482025146484,0.740059971809387,NA,1.51,"Togo",2012,"TGO"
"177",6.84340963120623,NA,4.53669023513794,87.1241226196289,97.4781188964844,0.579540014266968,NA,10.47,"Thailand",2012,"THA"
"178",2.8243138343935,86.2967224121094,4.01803016662598,86.8061065673828,98.9506225585938,0.403690010309219,NA,3.74,"Tajikistan",2012,"TJK"
"179",4.07216542187646,NA,3.04924988746643,NA,NA,NA,NA,NA,"Turkmenistan",2012,"TKM"
"180",2.66354599353644,75.2894592285156,NA,71.8170471191406,135.2060546875,1.09411001205444,NA,NA,"Timor",2012,"TLS"
"181",2.22074475187097,NA,NA,91.14111328125,110.411590576172,NA,NA,2.91,"Tonga",2012,"TON"
"182",26.7403499756653,NA,NA,NA,NA,NA,NA,6.48,"Trinidad and Tobago",2012,"TTO"
"183",0.651565026900696,NA,6.25037002563477,NA,109.868606567383,1.76217997074127,42.866870880127,7.38,"Tunisia",2012,"TUN"
"184",2.08437660681936,95.3690719604492,4.41900014877319,85.1072387695313,98.6066207885742,NA,34.3894004821777,5.28,"Turkey",2012,"TUR"
"186",5.95935016180899,39.4913711547852,NA,34.2448997497559,90.1047592163086,1.30798995494843,NA,0.36,"Tanzania",2012,"TZA"
"187",4.24503423561833,NA,2.48313999176025,NA,NA,0.254590004682541,NA,1.23,"Uganda",2012,"UGA"
"188",8.01628073322625,99.474967956543,6.69232988357544,97.1062927246094,107.957572937012,NA,30.0863990783691,24.55,"Ukraine",2012,"UKR"
"189",6.38319027280335,NA,NA,NA,NA,NA,NA,3.5,"Uruguay",2012,"URY"
"190",5.67831240932549,NA,5.19485998153687,94.9803237915039,99.5644073486328,1.3903900384903,30.3907203674316,26.76,"United States",2012,"USA"
"191",2.52415422936581,NA,NA,NA,NA,NA,NA,NA,"Uzbekistan",2012,"UZB"
"192",20.1074604211557,92.8192825317383,NA,100.978866577148,105.322959899902,0.356489986181259,NA,NA,"Saint Vincent and the Grenadines",2012,"VCT"
"193",52.7249346379071,77.953971862793,NA,84.3941497802734,101.530693054199,NA,NA,2.96,"Venezuela",2012,"VEN"
"195",1.84548434247436,78.4327697753906,5.53328990936279,NA,106.958633422852,0.924910008907318,25.2475299835205,3.27,"Vietnam",2012,"VNM"
"196",1.71884821003536,NA,NA,NA,NA,NA,NA,NA,"Vanuatu",2012,"VUT"
"197",3.15349563854168,102.420272827148,NA,85.71044921875,105.154022216797,NA,NA,NA,"Samoa",2012,"WSM"
"198",3.06037529333555,48.1689186096191,NA,46.236141204834,94.4250335693359,NA,NA,1.5,"Yemen",2012,"YEM"
"199",30.9026375949519,NA,6.3716402053833,91.9577331542969,97.6297607421875,0.679589986801147,40.4559783935547,0.32,"South Africa",2012,"ZAF"
"200",6.2028611120554,55.3490791320801,NA,NA,109.210647583008,NA,NA,0.49,"Zambia",2012,"ZMB"
"201",8.98418672105332,64.4760131835938,7.29442977905273,46.6731796264648,102.446983337402,0.450210005044937,26.9708404541016,0.38,"Zimbabwe",2012,"ZWE"
